Wavelength,Light,Dark,Intensity
443.77387608882765,698.36,697.9799999999999,0.38000000000010914
444.0054029459383,697.8999999999999,698.74,-0.8400000000001455
444.2369147481214,698.7199999999999,697.8399999999999,0.8799999999999955
444.468411494078,700.0,696.44,3.5599999999999454
444.6998931825089,693.86,692.08,1.7799999999999727
444.9313598121151,691.7,691.26,0.44000000000005457
445.1628113815975,693.3,689.5600000000001,3.7399999999998954
445.39424788965704,693.38,690.0600000000001,3.3199999999999363
445.6256693349947,693.0,690.96,2.0399999999999636
445.8570757163113,694.04,691.9,2.1399999999999864
446.08846703230796,694.3,692.24,2.0599999999999454
446.31984328168545,693.18,692.72,0.4599999999999227
446.55120446314476,692.9799999999999,693.64,-0.6600000000000819
446.7825505753869,691.88,694.6800000000001,-2.800000000000068
447.0138816171127,692.24,692.9,-0.6599999999999682
447.24519758702314,691.18,692.3799999999999,-1.1999999999999318
447.4764984838192,690.9999999999999,691.54,-0.5400000000000773
447.7077843062017,689.98,690.4800000000001,-0.5000000000001137
447.93905505287165,690.96,690.24,0.7200000000000273
448.1703107225301,690.0600000000001,691.0600000000001,-1.0
448.4015513138777,689.78,691.5200000000001,-1.7400000000001228
448.6327768256157,689.4799999999999,692.0199999999999,-2.5399999999999636
448.8639872564447,691.1600000000001,693.1600000000001,-2.0
449.095182605066,691.2,691.74,-0.5399999999999636
449.3263628701802,692.22,691.6200000000001,0.599999999999909
449.5575280504885,693.1800000000001,692.22,0.9600000000000364
449.7886781446917,694.0,691.78,2.2200000000000273
450.0198131514908,694.22,690.9399999999999,3.2800000000000864
450.25093306958667,704.28,700.8999999999999,3.380000000000109
450.4820378976802,703.9,701.8,2.1000000000000227
450.7131276344725,702.9799999999999,700.4,2.5799999999999272
450.94420227866436,703.56,701.22,2.339999999999918
451.1752618289568,703.6,701.4199999999998,2.1800000000001774
451.4063062840507,693.04,691.1800000000001,1.8599999999999
451.637335642647,694.0,689.18,4.82000000000005
451.86834990344664,695.3799999999999,690.7800000000001,4.599999999999795
452.0993490651506,693.32,691.08,2.240000000000009
452.3303331264597,691.28,690.6,0.67999999999995
452.56130208607505,691.6,691.22,0.37999999999999545
452.79225594269747,690.22,692.38,-2.159999999999968
453.0231946950279,690.1800000000001,690.8799999999999,-0.6999999999998181
453.25411834176725,692.36,690.6400000000001,1.7199999999999136
453.4850268816166,693.6999999999999,692.4,1.2999999999999545
453.7159203132767,694.1,691.74,2.3600000000000136
453.94679863544854,693.1000000000001,691.4999999999999,1.6000000000002501
454.1776618468332,693.76,691.36,2.3999999999999773
454.40850994613135,695.34,693.0,2.340000000000032
454.6393429320442,698.52,693.0799999999999,5.440000000000055
454.8701608032725,698.2,693.52,4.680000000000064
455.1009635585173,699.5400000000001,694.0400000000001,5.5
455.3317511964794,699.8,694.36,5.439999999999941
455.56252371585987,698.9,694.12,4.779999999999973
455.7932811153596,696.1600000000001,693.6200000000001,2.5399999999999636
456.0240233936795,695.36,694.8199999999999,0.5400000000000773
456.25475054952057,695.06,695.6,-0.5400000000000773
456.48546258158365,692.5,697.1600000000001,-4.660000000000082
456.71615948856964,689.8199999999999,694.98,-5.160000000000082
456.94684126917963,688.7,692.86,-4.159999999999968
457.1775079221146,691.72,692.88,-1.1599999999999682
457.4081594460752,690.64,691.24,-0.6000000000000227
457.6387958397627,692.5999999999999,690.92,1.67999999999995
457.8694171018778,694.16,692.76,1.3999999999999773
458.10002323112144,695.04,694.22,0.8199999999999363
458.33061422619465,693.36,692.36,1.0
458.5611900857984,694.54,692.6599999999999,1.8800000000001091
458.7917508086336,693.54,692.3,1.240000000000009
459.022296393401,693.02,691.5799999999999,1.4400000000000546
459.25282683880175,692.4,690.9799999999999,1.4200000000000728
459.48334214353673,709.0600000000001,709.3399999999999,-0.27999999999985903
459.71384230630696,711.6,713.3399999999999,-1.7399999999998954
459.94432732581316,711.4400000000002,713.9000000000001,-2.4599999999999227
460.1747972007565,711.8,713.76,-1.9600000000000364
460.40525192983773,711.38,714.2,-2.82000000000005
460.6356915117578,693.32,696.72,-3.3999999999999773
460.8661159452178,692.0,693.88,-1.8799999999999955
461.0965252289185,692.6,693.5,-0.8999999999999773
461.326919361561,692.74,693.86,-1.1200000000000045
461.5572983418461,692.54,693.32,-0.7800000000000864
461.78766216847475,694.26,693.74,0.5199999999999818
462.0180108401479,694.0799999999999,692.3,1.7799999999999727
462.24834435556653,694.6800000000001,691.4,3.2800000000000864
462.47866271343156,693.54,690.48,3.0599999999999454
462.7089659124439,695.22,691.8,3.4200000000000728
462.93925395130447,693.96,690.36,3.6000000000000227
463.1695268287142,692.3,691.5,0.7999999999999545
463.3997845433741,691.7,691.3199999999999,0.38000000000010914
463.63002709398506,692.44,691.42,1.0200000000000955
463.86025447924806,692.8399999999999,690.5,2.339999999999918
464.0904666978639,693.5600000000001,691.14,2.4200000000000728
464.3206637485337,692.88,689.64,3.240000000000009
464.55084562995825,692.52,691.26,1.259999999999991
464.78101234083863,692.54,690.66,1.8799999999999955
465.01116387987554,693.04,690.48,2.5599999999999454
465.24130024577016,693.9999999999999,691.1400000000001,2.8599999999997863
465.4714214372233,694.4200000000001,691.22,3.2000000000000455
465.7015274529359,694.74,689.98,4.759999999999991
465.93161829160897,695.74,691.46,4.279999999999973
466.16169395194333,696.72,694.5200000000001,2.199999999999932
466.3917544326401,695.8199999999999,693.86,1.9599999999999227
466.6217997323999,696.9,694.0999999999999,2.800000000000068
466.85182984992394,698.04,695.1600000000001,2.8799999999998818
467.0818447839131,697.4,694.24,3.159999999999968
467.3118445330683,694.84,690.9400000000002,3.8999999999998636
467.54182909609045,695.4799999999999,691.28,4.199999999999932
467.77179847168054,694.84,690.9199999999998,3.9200000000001864
468.00175265853943,694.4399999999999,691.96,2.4799999999999045
468.231691655368,694.04,692.3,1.740000000000009
468.46161546086745,693.9200000000001,692.4,1.5200000000000955
468.69152407373844,693.32,692.5600000000001,0.7599999999999909
468.9214174926821,693.3599999999999,692.4399999999999,0.9199999999999591
469.1512957163992,693.0199999999999,691.04,1.9799999999999045
469.38115874359073,693.8799999999999,690.6800000000001,3.199999999999818
469.61100657295765,694.8199999999999,690.7,4.119999999999891
469.84083920320097,694.6800000000001,689.78,4.900000000000091
470.07065663302143,695.16,689.92,5.240000000000009
470.30045886112026,694.64,688.68,5.960000000000036
470.5302458861981,692.6600000000001,689.46,3.2000000000000455
470.760017706956,691.94,688.8399999999999,3.1000000000001364
470.9897743220949,692.0799999999999,688.4999999999999,3.580000000000041
471.2195157303157,692.8399999999999,688.8799999999999,3.9600000000000364
471.4492419303195,692.8799999999999,688.94,3.939999999999827
471.678952920807,693.9799999999999,689.5799999999999,4.399999999999977
471.90864870047926,693.76,691.14,2.6200000000000045
472.1383292680371,692.54,691.0200000000001,1.5199999999998681
472.36799462218175,692.54,691.24,1.2999999999999545
472.5976447616138,693.22,693.3,-0.07999999999992724
472.82727968503445,694.5,693.42,1.080000000000041
473.05689939114444,694.8,692.8799999999999,1.9200000000000728
473.2865038786448,696.74,693.2800000000001,3.4599999999999227
473.5160931462365,696.26,694.22,2.0399999999999636
473.7456671926204,695.0400000000001,691.26,3.7800000000000864
473.97522601649746,694.3,689.68,4.6200000000000045
474.2047696165685,695.9,688.96,6.939999999999941
474.4342979915347,694.84,690.36,4.480000000000018
474.6638111400968,694.2,689.8399999999999,4.360000000000127
474.8933090609559,694.24,690.7800000000001,3.4599999999999227
475.1227917528128,694.1200000000001,691.22,2.900000000000091
475.3522592143685,692.4200000000001,692.1999999999999,0.22000000000014097
475.58171144432384,692.98,691.04,1.9400000000000546
475.8111484413798,695.1200000000001,692.2,2.9200000000000728
476.0405702042375,695.28,693.66,1.6200000000000045
476.2699767315976,696.24,694.7199999999999,1.5200000000000955
476.4993680221612,697.1,695.36,1.740000000000009
476.7287440746291,698.74,694.5400000000001,4.199999999999932
476.95810488770235,697.3,693.8,3.5
477.18745046008195,697.5,693.0600000000001,4.439999999999941
477.4167807904687,697.26,692.42,4.840000000000032
477.6460958775636,709.1600000000001,703.9,5.260000000000105
477.8753957200675,709.4399999999999,706.74,2.699999999999932
478.1046803166814,710.9399999999999,705.74,5.199999999999932
478.3339496661063,712.8599999999999,706.9399999999999,5.919999999999959
478.5632037670431,711.86,706.76,5.100000000000023
478.79244261819264,699.6800000000001,693.72,5.960000000000036
479.0216662182559,698.0800000000002,692.42,5.6600000000001955
479.25087456593394,694.8599999999999,692.1600000000001,2.699999999999818
479.4800676599275,694.22,690.3199999999999,3.900000000000091
479.70924549893766,698.76,694.0199999999999,4.740000000000123
479.9384080816653,700.26,696.0800000000002,4.179999999999836
480.16755540681135,701.0200000000001,696.44,4.580000000000041
480.39668747307684,703.0600000000001,696.36,6.7000000000000455
480.62580427916254,702.4200000000001,698.8399999999999,3.5800000000001546
480.8549058237694,700.1600000000001,696.66,3.5000000000001137
481.0839921055985,700.36,695.24,5.1200000000000045
481.31306312335073,699.3199999999999,694.6200000000001,4.699999999999818
481.542118875727,701.18,695.52,5.659999999999968
481.7711593614282,702.3799999999999,693.9000000000001,8.47999999999979
482.0001845791553,702.0800000000002,692.54,9.540000000000191
482.2291945276092,701.12,691.3399999999999,9.780000000000086
482.458189205491,701.5000000000001,691.3599999999999,10.140000000000214
482.6871686115014,700.64,690.48,10.159999999999968
482.91613274434155,700.64,689.2,11.43999999999994
483.1450816027122,700.24,688.68,11.56000000000006
483.3740151853144,699.88,689.5799999999999,10.300000000000068
