Wavelength,Intensity
452.85109618161755,0.5617285714285742
453.2201519537157,-0.0936214285714243
453.58916496716415,1.3575107142857235
453.9581352158559,3.2767499999999927
454.32706269368435,3.885289285714279
454.69594739454226,1.1234571428571343
455.06478931232294,-0.18724285714286282
455.4335884409193,-1.3575107142857377
455.8023447742247,-1.6383750000000106
456.17105830613195,-1.9192392857142835
456.5397290305344,0.28086428571430133
456.9083569413247,2.012860714285708
457.2769420323965,5.476853571428563
457.64548429764244,5.4768535714285775
458.01398373095594,2.62139999999998
458.38244032622987,-0.2808642857142871
458.7508540773574,-2.3873464285714334
459.11922497823156,-6.974796428571452
459.48755302274566,-7.817389285714256
459.8558382047924,-5.570474999999988
460.2240805182653,-2.808642857142857
460.5922799570571,-0.8425928571428614
460.96043651506113,1.49794285714286
461.3285501861703,0.3744857142856972
461.6966209642778,1.8724285714285713
462.06464884327676,3.1363178571428563
462.4326338170602,3.1831285714285826
462.80057587952115,3.08950714285713
463.16847502455295,5.102367857142852
463.5363312460483,4.868314285714263
463.90414453790066,2.05967142857142
464.2719148940029,0.795782142857135
464.6396423082482,1.357510714285695
465.0073267745296,-0.2808642857142871
465.3749682867403,-3.604425000000006
465.7425668387732,-2.4809678571428577
466.1101224245216,-0.6085392857143006
466.4776350378784,0.9830249999999978
466.8451046727368,1.49794285714286
467.21253132298983,3.3235607142856907
467.57991498253074,4.212964285714264
467.9472556452523,1.1234571428571059
468.31455330504804,-2.7618321428571306
468.68180795581065,-2.43415714285716
469.0490195914334,-3.8852892857142933
469.41618820580936,-3.6512357142857184
469.7833137928317,-2.9958857142857056
470.15039634639334,-2.99588571428572
470.5174358603875,-2.2001035714285706
470.8844323287072,-0.6553499999999985
471.2513857452456,-1.6383749999999964
471.6182961038957,0.2808642857142729
471.9851633985507,1.357510714285695
472.35198762310364,0.8425928571428614
472.7187687714475,1.076646428571408
473.0855068374756,-0.18724285714286282
473.4522018150808,-2.5277785714285983
473.8188536981563,-2.7150214285714327
474.1854624805952,-2.761832142857159
474.5520281562906,-0.795782142857135
474.9185507191355,0.5617285714285742
475.2850301630231,1.7319964285714349
475.65146648184646,1.3107000000000113
476.0178596694986,1.8724285714285571
476.38420971987273,-0.09362142857145273
476.7505166268618,-2.012860714285722
477.116780384359,-1.4043214285714072
477.4830009862574,-0.3276750000000277
477.84917842645007,-1.966050000000024
478.21531269883013,-1.6851857142857227
478.58140379729065,-0.6553499999999985
478.94745171572475,-2.43415714285716
479.3134564480255,-3.0895071428571583
479.67941798808596,-2.574589285714282
480.0453363297992,-4.072532142857128
480.4112114670584,-4.493828571428594
480.7770433937566,-2.761832142857145
481.14283210378693,-0.9830249999999978
481.5085775910424,-0.9362142857142999
481.87427984941615,-0.6085392857142722
482.2399388728013,0.09362142857146694
482.6055546550908,0.14043214285716488
482.97112719017804,-0.37448571428572563
483.3366564719558,1.8256178571428592
483.70214249431723,3.2767499999999927
484.06758525115555,5.476853571428563
484.4329847363638,4.821503571428593
484.798340943835,4.1661535714285804
485.16365386746224,3.042696428571432
485.52892350113876,1.1702678571428606
485.8941498387575,-1.1702678571428464
486.2593328742116,-0.37448571428572563
486.6244726013942,-1.6851857142856943
486.9895690141983,-2.9022642857142955
487.354622106517,-2.293724999999995
487.71963187224344,0.04681071428569794
488.0845983052707,-0.1872428571428486
488.44952139949186,2.24691428571424
488.81440114879996,1.9192392857142835
489.1792375470882,1.966050000000024
489.5440305882496,0.4681071428571215
489.90878026617725,-0.6085392857143006
490.2734865747642,-0.7021607142857249
490.6381495079037,-1.0766464285714363
491.0027690594887,0.8425928571428614
491.36734522341226,0.42129642857140936
491.7318779935676,0.6085392857142864
492.09636736384766,-0.4212964285714236
492.4608133281457,0.6085392857143006
492.8252158803547,0.14043214285716488
493.18957501436773,1.4043214285714356
493.553890724078,1.0766464285714505
493.9181630033784,0.32767499999997085
494.28239184616217,-1.310699999999997
494.64657724632247,-1.9660499999999956
495.0107191977523,-3.65123571428569
495.37481769434464,-2.808642857142871
495.73887272999275,-2.808642857142857
496.10288429858963,-1.8256178571428592
496.46685239402836,-1.9660499999999956
496.8307770102021,-1.5447535714285863
497.1946581410039,-1.4043214285714498
497.55849578032684,-1.2170785714285728
497.92228992206407,-0.42129642857140936
498.2860405601086,-0.5617285714285885
498.6497476883536,-0.3744857142857114
499.013411300692,0.0
499.37703139101717,1.8256178571428592
499.74060795322185,3.136317857142842
500.1041409811995,0.9362142857142572
500.46763046884286,2.387346428571391
500.83107641004534,0.4681071428571357
501.1944787986998,0.18724285714286282
501.5578376286994,-0.2808642857142729
501.92115289393723,0.8425928571428614
502.2844245883065,-0.8425928571428614
502.64765270569995,-0.46810714285716415
503.01083724001114,-1.2638892857142707
503.3739781851328,-1.8256178571428308
503.7370755349582,-0.7489714285714371
504.1001292833803,-1.076646428571408
504.4631394242924,2.1532928571428585
504.8261059515873,1.9660499999999672
505.18902885915844,1.8724285714285855
505.55190814089855,1.7319964285714207
505.914743790701,3.370371428571403
506.2775358024587,0.7489714285714371
506.6402841700649,0.5617285714285742
507.00298888741247,2.3873464285714334
507.3656499483947,2.246914285714297
507.7282673469046,1.0766464285714363
508.0908410768353,0.9830249999999978
508.45337113207984,1.1234571428571627
508.81585750653136,-0.8425928571428329
509.17830019408285,0.09362142857141009
509.54069918862757,0.9362142857142857
509.9030544840584,2.2469142857142828
510.2653660742686,1.3575107142857092
510.6276339531512,2.340535714285693
510.98985811459926,2.621399999999994
511.3520385525059,1.49794285714286
511.7141752607643,1.8256178571428308
512.0762682332673,1.1234571428571627
512.4383174639083,1.0766464285714363
512.8003229465802,0.6553499999999701
513.1622846751762,3.2767499999999927
513.5242026435892,2.3405357142857213
513.8860768457126,5.242800000000017
514.247907275439,4.447017857142853
514.609693926662,4.868314285714291
514.9714367932745,2.6682107142857205
515.3331358691696,2.995885714285734
515.6947911482401,3.229939285714295
516.0564026243796,2.6214000000000084
516.4179702914809,2.200103571428585
516.7794941434372,2.5277785714285557
517.1409741741414,1.2638892857142707
517.5024103774869,1.7319964285714207
517.8638027473663,2.855453571428555
518.2251512776734,2.5745892857142962
518.5864559623006,2.668210714285692
518.9477167951413,4.540639285714292
519.3089337700885,4.02572142857143
519.6701068810355,3.323560714285719
520.0312361218753,1.4043214285714356
520.3923214865007,1.8256178571428592
520.7533629688053,1.2170785714285728
521.1143605626818,-0.04681071428569794
521.4753142620234,-0.7021607142857249
521.836224060723,-0.4212964285714236
522.1970899526741,-0.2808642857142729
522.5579119317696,-1.217078571428587
522.9186899919026,0.8425928571428329
523.2794241269661,0.2808642857142729
523.6401143308531,1.310699999999997
524.0007605974571,1.3107000000000255
524.3613629206708,3.7916678571428832
524.7219212943874,1.1702678571428606
525.0824357125,1.4511321428571335
525.4429061689017,0.795782142857135
525.8033326574857,-2.621399999999994
526.1637151721449,-6.647121428571424
526.5240537067724,-5.664096428571426
526.8843482552616,-5.0555571428571255
527.244598811505,-4.02572142857143
527.6048053693962,-3.5108035714285535
527.9649679228282,-1.9660499999999956
528.3250864656941,-2.9490749999999935
528.6851609918868,-2.012860714285722
529.0451914952994,-2.4809678571428577
529.4051779698251,-1.685185714285737
529.7651204093571,-2.1064821428571463
530.1250188077885,-1.5915642857142984
530.484873159012,-2.6214000000000084
530.844683456921,-2.293724999999995
531.2044496954087,-1.4979428571428457
531.5641718683679,0.32767499999997085
531.9238499696918,1.4511321428571335
532.2834839932735,-0.3744857142857114
532.6430739330062,-1.6851857142857227
533.0026197827831,-0.18724285714286282
533.3621215364966,-3.229939285714295
533.7215791880406,-3.698046428571459
534.0809927313078,-0.04681071428571215
534.4403621601914,1.5447535714285436
534.7996874685844,-0.7957821428571634
535.1589686503798,1.4979428571428315
535.5182056994711,0.7021607142857391
535.877398609751,0.3744857142857114
536.2365473751125,1.0766464285714363
536.595651989449,3.9789107142857176
536.9547124466536,3.744857142857157
537.3137287406195,4.025721428571416
537.6727008652391,2.902264285714267
538.0316288144062,1.2170785714285586
538.3905125820136,-0.5149178571428905
538.7493521619544,-0.5617285714285885
539.1081475481218,-1.2170785714285728
539.4668987344087,-1.6851857142857085
539.8256057147084,-0.18724285714289124
540.184268482914,1.4511321428571335
540.5428870329183,2.012860714285708
540.9014613586147,1.7788071428571328
541.2599914538961,3.3235607142856907
541.6184773126558,1.4511321428571335
541.9769189287865,-0.4212964285714378
542.3353162961818,-2.293725000000009
542.6936694087343,-1.5915642857142984
543.0519782603376,-2.4809678571428293
543.4102428448841,-0.7021607142857107
543.7684631562677,-0.2808642857142729
544.1266391883809,0.0
544.4847709351171,1.1234571428571343
544.8428583903691,0.8425928571428472
545.2009015480303,1.6851857142857085
545.5589004019935,3.417182142857129
545.9168549461521,4.353396428571415
546.2747651743988,1.2638892857142707
546.6326310806272,1.6383749999999964
546.99045265873,1.5447535714285578
547.3482299026005,-2.293724999999995
547.7059628061315,-3.7448571428571285
548.0636513632163,-0.28086428571430133
548.4212955677481,-0.04681071428571215
548.7788954136198,-1.6851857142857227
549.1364508947245,-1.6383749999999964
549.4939620049555,-1.0298357142857242
549.8514287382055,-2.2937250000000233
550.2088510883681,-2.3405357142857213
550.566229049336,-1.6383749999999964
550.9235626150023,0.3276749999999993
551.2808517792603,0.18724285714286282
551.6380965360031,0.09362142857141009
551.9952968791234,0.32767499999997085
552.3524528025147,0.5149178571428621
552.7095643000699,-0.6553499999999985
553.0666313656824,-0.5617285714285885
