Wavelength,Light,Dark,Normalized
373.6419933556459,832.78,834.9799999999999,-2.199999999999932
373.87797803825475,837.0,840.64,-3.6399999999999864
374.1139480556553,848.2800000000001,853.3399999999999,-5.059999999999832
374.34990340654866,857.26,860.5,-3.240000000000009
374.58584408963566,863.46,866.74,-3.2799999999999727
374.8217701036173,873.0600000000001,872.8799999999999,0.18000000000017735
375.0576814471945,872.68,872.6,0.07999999999992724
375.2935781190682,867.68,866.82,0.8599999999999
375.5294601179393,878.6600000000001,877.32,1.3400000000000318
375.76532744250875,880.0,878.54,1.4600000000000364
376.00118009147747,885.22,885.4,-0.17999999999994998
376.23701806354643,888.5400000000002,888.36,0.18000000000017735
376.47284135741654,892.1600000000001,891.6199999999999,0.540000000000191
376.70864997178876,892.86,892.3799999999999,0.4800000000001319
376.94444390536404,898.28,898.9599999999998,-0.6799999999998363
377.1802231568432,892.8800000000001,895.1800000000001,-2.2999999999999545
377.4159877249274,891.8800000000001,893.4799999999999,-1.5999999999997954
377.6517376083174,885.6600000000001,887.6200000000001,-1.9600000000000364
377.8874728057141,872.8399999999999,873.78,-0.9400000000000546
378.1231933158186,876.0600000000001,878.04,-1.9799999999999045
378.3588991373316,874.6200000000001,875.5600000000001,-0.9399999999999409
378.59459026895433,878.24,878.0600000000001,0.17999999999994998
378.83026670938756,880.82,882.6,-1.7799999999999727
379.0659284573322,893.1,897.7800000000001,-4.680000000000064
379.3015755114892,886.9,891.4,-4.5
379.5372078705596,898.5799999999999,904.5200000000001,-5.940000000000168
379.7728255332442,898.5200000000001,906.3799999999999,-7.859999999999786
380.0084284982441,902.7,910.36,-7.659999999999968
380.24401676426004,899.1200000000001,903.24,-4.119999999999891
380.479590329993,898.0,902.74,-4.740000000000009
380.7151491941441,895.3799999999999,900.1200000000001,-4.7400000000002365
380.95069335541405,897.8,902.0199999999999,-4.219999999999914
381.1862228125039,895.4,899.72,-4.32000000000005
381.42173756411455,899.9599999999998,905.1,-5.140000000000214
381.6572376089469,905.22,908.4,-3.17999999999995
381.89272294570196,899.4399999999999,901.82,-2.380000000000109
382.1281935730807,895.64,899.3799999999999,-3.7399999999998954
382.36364948978394,897.1199999999999,900.1800000000001,-3.060000000000173
382.59909069451265,929.96,934.4599999999998,-4.499999999999773
382.8345171859678,933.4,937.78,-4.3799999999999955
383.06992896285027,932.6600000000001,935.82,-3.159999999999968
383.30532602386114,935.0600000000001,934.9,0.16000000000008185
383.54070836770114,935.9799999999999,933.6200000000001,2.3599999999997863
383.7760759930713,898.3800000000001,893.3399999999999,5.040000000000191
384.0114288986726,891.9,888.6400000000001,3.259999999999877
384.24676708320595,891.8800000000001,888.9,2.980000000000132
384.4820905453722,895.5799999999999,894.4599999999998,1.1200000000001182
384.71739928387245,896.5199999999999,897.0,-0.4800000000001319
384.9526932974075,895.0200000000001,896.54,-1.5199999999998681
385.18797258467833,892.76,892.9,-0.13999999999998636
385.4232371443859,892.96,895.26,-2.2999999999999545
385.6584869752311,892.76,896.6600000000001,-3.900000000000091
385.89372207591487,894.6600000000001,897.2,-2.5399999999999636
386.12894244513814,892.7199999999999,894.4,-1.6800000000000637
386.36414808160185,894.0,896.8199999999999,-2.8199999999999363
386.59933898400703,898.8800000000001,899.26,-0.37999999999988177
386.8345151510545,904.2199999999999,900.3599999999999,3.8600000000000136
387.0696765814452,902.0200000000001,898.9,3.1200000000001182
387.3048232738802,906.1199999999999,904.9799999999999,1.1399999999999864
387.5399552270602,907.04,906.9200000000001,0.11999999999989086
387.7750724396864,904.36,904.5199999999999,-0.15999999999985448
388.0101749104595,896.4599999999998,899.3399999999999,-2.880000000000109
388.2452626380806,897.46,899.6199999999999,-2.1599999999998545
388.48033562125056,899.32,900.6800000000001,-1.3600000000000136
388.71539385867027,904.6,903.9399999999999,0.6600000000000819
388.9504373490408,914.3399999999999,913.14,1.1999999999999318
389.18546609106306,915.1800000000001,914.68,0.5000000000001137
389.42048008343784,926.54,928.1600000000001,-1.6200000000001182
389.6554793248662,925.04,927.3599999999999,-2.3199999999999363
389.8904638140491,924.3199999999999,926.4799999999999,-2.159999999999968
390.12543354968733,934.6800000000001,936.9400000000002,-2.2600000000001046
390.360388530482,943.1200000000001,946.8799999999999,-3.7599999999997635
390.5953287551339,939.1600000000001,942.6,-3.439999999999941
390.8302542223441,940.3199999999999,944.9799999999999,-4.659999999999968
391.06516493081347,939.4,945.1199999999999,-5.719999999999914
391.30006087924284,924.24,930.8399999999999,-6.599999999999909
391.5349420663333,917.9399999999999,923.7800000000001,-5.8400000000001455
391.76980849078575,910.82,917.7800000000001,-6.960000000000036
392.0046601513011,909.7,916.24,-6.539999999999964
392.2394970465803,908.9,917.0,-8.100000000000023
392.4743191753243,905.0600000000001,914.1200000000001,-9.06000000000006
392.709126536234,902.9200000000001,910.0600000000001,-7.139999999999986
392.9439191280104,901.8399999999999,907.4400000000002,-5.60000000000025
393.17869694935433,898.1600000000001,904.96,-6.7999999999999545
393.41345999896674,895.14,899.24,-4.100000000000023
393.6482082755487,896.78,900.9,-4.1200000000000045
393.882941777801,899.32,905.0,-5.67999999999995
394.11766050442463,907.8599999999999,914.8599999999999,-7.0
394.35236445412056,916.3399999999999,920.72,-4.380000000000109
394.58705362558965,930.46,936.96,-6.5
394.8217280175329,936.14,943.4399999999999,-7.2999999999999545
395.05638762865124,940.2,946.6,-6.399999999999977
395.29103245764554,938.1600000000001,943.9799999999999,-5.819999999999823
395.52566250321684,938.4,946.36,-7.960000000000036
395.7602777640659,942.0800000000002,949.6,-7.519999999999868
395.9948782388939,939.9200000000001,945.0200000000001,-5.100000000000023
396.22946392640165,935.0200000000001,940.28,-5.259999999999877
396.46403482529,933.1200000000001,937.0,-3.8799999999998818
396.69859093426,930.6,931.7400000000001,-1.1400000000001
396.9331322520126,923.0600000000001,920.78,2.2800000000000864
397.1676587772486,934.46,933.2800000000001,1.17999999999995
397.4021705086691,943.1,942.0799999999999,1.0200000000000955
397.636667444975,952.7800000000001,952.3,0.4800000000001319
397.8711495848671,960.54,962.9799999999999,-2.439999999999941
398.1056169270465,964.4799999999999,968.76,-4.280000000000086
398.3400694702141,962.3599999999999,964.6600000000001,-2.300000000000182
398.5745072130707,967.6200000000001,968.3399999999999,-0.7199999999997999
398.8089301543174,971.6200000000001,972.4,-0.779999999999859
399.04333829265505,973.5799999999999,972.5200000000001,1.0599999999998317
399.27773162678466,982.3799999999999,980.5,1.8799999999998818
399.5121101554071,987.6200000000001,988.3799999999999,-0.7599999999997635
