Wavelength,Light,Dark,Intensity
443.77387608882765,697.7,697.4599999999999,0.24000000000012278
444.0054029459383,697.58,698.5799999999999,-0.9999999999998863
444.2369147481214,697.4399999999999,699.1600000000001,-1.720000000000141
444.468411494078,699.26,699.6,-0.34000000000003183
444.6998931825089,696.3199999999999,695.74,0.5799999999999272
444.9313598121151,695.4,695.02,0.37999999999999545
445.1628113815975,696.14,694.8399999999999,1.3000000000000682
445.39424788965704,696.2,695.5400000000001,0.6599999999999682
445.6256693349947,696.88,695.6000000000001,1.279999999999859
445.8570757163113,697.08,695.68,1.400000000000091
446.08846703230796,695.32,695.74,-0.4199999999999591
446.31984328168545,694.02,694.9,-0.8799999999999955
446.55120446314476,693.1400000000001,694.4799999999999,-1.3399999999998045
446.7825505753869,692.72,695.76,-3.0399999999999636
447.0138816171127,691.0800000000002,696.14,-5.059999999999832
447.24519758702314,692.42,695.7199999999999,-3.2999999999999545
447.4764984838192,694.2400000000001,696.0799999999999,-1.8399999999998045
447.7077843062017,695.4,695.4200000000001,-0.020000000000095497
447.93905505287165,695.0600000000001,696.12,-1.0599999999999454
448.1703107225301,695.8399999999999,697.6200000000001,-1.7800000000002
448.4015513138777,695.0799999999999,697.1199999999999,-2.0399999999999636
448.6327768256157,694.4,697.22,-2.82000000000005
448.8639872564447,694.3,699.0000000000001,-4.700000000000159
449.095182605066,696.28,696.18,0.10000000000002274
449.3263628701802,696.8799999999999,694.6,2.279999999999859
449.5575280504885,697.0799999999999,696.36,0.7199999999999136
449.7886781446917,696.4399999999999,695.48,0.9599999999999227
450.0198131514908,696.1,692.8199999999999,3.2800000000000864
450.25093306958667,702.72,703.8199999999999,-1.099999999999909
450.4820378976802,704.9,705.0600000000001,-0.16000000000008185
450.7131276344725,704.3399999999999,703.1200000000001,1.2199999999998
450.94420227866436,703.9200000000001,704.4799999999999,-0.5599999999998317
451.1752618289568,704.62,706.1600000000001,-1.5400000000000773
451.4063062840507,695.5,696.12,-0.6200000000000045
451.637335642647,694.4,694.9,-0.5
451.86834990344664,695.68,695.7,-0.020000000000095497
452.0993490651506,695.1999999999999,695.38,-0.18000000000006366
452.3303331264597,694.96,694.78,0.18000000000006366
452.56130208607505,696.96,695.14,1.82000000000005
452.79225594269747,695.9200000000001,693.6,2.32000000000005
